step,games_played,loss,eval_wr_random,eval_wr_regles,eval_metric,elapsed_s
66502128,0,,50.00,29.00,34.25,6078.9
67002144,0,,44.00,18.00,24.50,6124.9
67502160,0,,44.00,35.00,37.25,6171.1
68002176,0,,48.00,32.00,36.00,6216.6
68502192,0,,54.00,22.00,30.00,6262.1
69002208,0,,42.00,23.00,27.75,6308.0
69502224,0,,44.00,22.00,27.50,6354.2
70002240,0,,32.00,23.00,25.25,6399.5
70502256,0,,28.00,33.00,31.75,6445.4
71002272,0,,38.00,18.00,23.00,6491.2
71502288,0,,44.00,25.00,29.75,6537.1
72002304,0,,50.00,22.00,29.00,6582.5
72502320,0,,42.00,24.00,28.50,6628.3
73002336,0,,50.00,17.00,25.25,6674.3
73502352,0,,56.00,26.00,33.50,6720.3
74002368,0,,54.00,29.00,35.25,6765.9
74502384,0,,50.00,21.00,28.25,6811.9
75002400,0,,38.00,24.00,27.50,6857.4
75502416,0,,40.00,24.00,28.00,6903.0
76002432,0,,48.00,26.00,31.50,6948.8
76502448,0,,46.00,32.00,35.50,6994.1
77002464,0,,36.00,22.00,25.50,7040.3
77502480,0,,40.00,18.00,23.50,7086.7
78002496,0,,52.00,21.00,28.75,7132.3
78502512,0,,38.00,23.00,26.75,7177.8
79002528,0,,34.00,21.00,24.25,7222.5
79502544,0,,34.00,20.00,23.50,7268.0
80002560,0,,36.00,13.00,18.75,7313.5
80502576,0,,44.00,26.00,30.50,7359.1
81002592,0,,44.00,22.00,27.50,7404.8
81502608,0,,54.00,26.00,33.00,7450.6
82002624,0,,34.00,29.00,30.25,7496.5
82502640,0,,54.00,30.00,36.00,7542.4
83002656,0,,52.00,24.00,31.00,7588.2
83502672,0,,44.00,24.00,29.00,7634.7
84002688,0,,54.00,24.00,31.50,7680.6
84502704,0,,44.00,22.00,27.50,7726.1
85002720,0,,40.00,30.00,32.50,7771.8
85502736,0,,52.00,26.00,32.50,7817.5
86002752,0,,38.00,22.00,26.00,7862.9
86502768,0,,38.00,23.00,26.75,7908.2
87002784,0,,42.00,18.00,24.00,7954.2
87502800,0,,28.00,21.00,22.75,8000.2
88002816,0,,40.00,21.00,25.75,8046.1
88502832,0,,36.00,13.00,18.75,8091.8
89002848,0,,40.00,21.00,25.75,8137.9
89502864,0,,50.00,23.00,29.75,8183.7
90002880,0,,42.00,28.00,31.50,8229.5
90502896,0,,44.00,23.00,28.25,8275.2
91002912,0,,40.00,19.00,24.25,8321.1
91502928,0,,32.00,33.00,32.75,8367.2
92002944,0,,40.00,19.00,24.25,8412.9
92502960,0,,44.00,25.00,29.75,8458.1
93002976,0,,34.00,22.00,25.00,8504.1
93502992,0,,50.00,14.00,23.00,8550.1
94003008,0,,56.00,25.00,32.75,8595.9
94503024,0,,38.00,16.00,21.50,8641.7
95003040,0,,40.00,21.00,25.75,8687.9
95503056,0,,44.00,20.00,26.00,8734.2
96003072,0,,48.00,18.00,25.50,8779.8
96503088,0,,62.00,20.00,30.50,8825.9
97003104,0,,40.00,14.00,20.50,8871.8
97503120,0,,44.00,20.00,26.00,8917.5
98003136,0,,50.00,28.00,33.50,8963.6
98503152,0,,50.00,25.00,31.25,9009.2
99003168,0,,48.00,19.00,26.25,9054.5
99503184,0,,56.00,28.00,35.00,9101.1
100003200,0,,42.00,25.00,29.25,9146.9
100503216,0,,58.00,26.00,34.00,9192.3
101003232,0,,54.00,22.00,30.00,9238.3
101503248,0,,46.00,21.00,27.25,9284.5
102003264,0,,56.00,33.00,38.75,9330.0
102503280,0,,44.00,24.00,29.00,9375.5
103003296,0,,48.00,23.00,29.25,9421.4
103503312,0,,42.00,26.00,30.00,9467.3
104003328,0,,46.00,25.00,30.25,9513.2
104503344,0,,54.00,13.00,23.25,9559.1
105003360,0,,52.00,32.00,37.00,9604.9
105503376,0,,62.00,26.00,35.00,9651.2
106003392,0,,56.00,19.00,28.25,9697.3
106503408,0,,52.00,26.00,32.50,9743.3
107003424,0,,52.00,25.00,31.75,9788.7
107503440,0,,44.00,27.00,31.25,9834.6
108003456,0,,46.00,15.00,22.75,9880.3
108503472,0,,50.00,24.00,30.50,9926.3
109003488,0,,40.00,25.00,28.75,9971.9
109503504,0,,48.00,30.00,34.50,10018.0
110003520,0,,50.00,25.00,31.25,10064.2
110503536,0,,50.00,31.00,35.75,10109.8
111003552,0,,40.00,22.00,26.50,10155.6
111503568,0,,46.00,33.00,36.25,10201.4
112003584,0,,56.00,32.00,38.00,10246.9
112503600,0,,30.00,17.00,20.25,10293.0
113003616,0,,46.00,38.00,40.00,10338.6
113503632,0,,28.00,26.00,26.50,10384.3
114003648,0,,46.00,20.00,26.50,10430.2
114503664,0,,40.00,29.00,31.75,10476.5
115003680,0,,44.00,24.00,29.00,10522.5
115503696,0,,50.00,26.00,32.00,10568.3
116003712,0,,38.00,23.00,26.75,10614.4
116503728,0,,46.00,27.00,31.75,10660.6
117003744,0,,46.00,24.00,29.50,10706.0
117503760,0,,46.00,23.00,28.75,10751.7
118003776,0,,42.00,25.00,29.25,10797.6
118503792,0,,52.00,26.00,32.50,10843.7
119003808,0,,38.00,15.00,20.75,10889.9
119503824,0,,50.00,20.00,27.50,10935.3
120003840,0,,46.00,29.00,33.25,10980.8
120503856,0,,36.00,24.00,27.00,11027.0
121003872,0,,38.00,21.00,25.25,11072.9
121503888,0,,32.00,18.00,21.50,11118.8
122003904,0,,54.00,28.00,34.50,11164.5
122503920,0,,54.00,29.00,35.25,11210.7
123003936,0,,50.00,32.00,36.50,11256.1
123503952,0,,36.00,34.00,34.50,11301.7
124003968,0,,42.00,33.00,35.25,11347.2
124503984,0,,36.00,22.00,25.50,11393.2
125004000,0,,40.00,25.00,28.75,11439.5
125504016,0,,48.00,33.00,36.75,11485.6
126004032,0,,40.00,28.00,31.00,11531.0
126504048,0,,46.00,20.00,26.50,11576.9
127004064,0,,44.00,21.00,26.75,11623.2
127504080,0,,46.00,26.00,31.00,11669.3
128004096,0,,60.00,21.00,30.75,11714.9
128504112,0,,42.00,26.00,30.00,11761.1
129004128,0,,62.00,22.00,32.00,11807.3
129504144,0,,42.00,26.00,30.00,11853.0
130004160,0,,42.00,33.00,35.25,11898.6
130504176,0,,50.00,26.00,32.00,11944.4
131004192,0,,46.00,21.00,27.25,11990.4
131504208,0,,34.00,24.00,26.50,12035.5
132004224,0,,42.00,34.00,36.00,12081.5
132504240,0,,48.00,26.00,31.50,12127.7
133004256,0,,44.00,22.00,27.50,12173.7
133504272,0,,42.00,25.00,29.25,12219.4
134004288,0,,64.00,22.00,32.50,12265.2
134504304,0,,50.00,19.00,26.75,12311.3
135004320,0,,46.00,23.00,28.75,12357.4
135504336,0,,42.00,22.00,27.00,12403.3
136004352,0,,54.00,18.00,27.00,12448.8
136504368,0,,44.00,23.00,28.25,12494.6
137004384,0,,42.00,26.00,30.00,12540.7
137504400,0,,46.00,26.00,31.00,12586.3
138004416,0,,46.00,29.00,33.25,12632.1
138504432,0,,34.00,20.00,23.50,12677.8
139004448,0,,48.00,16.00,24.00,12723.7
139504464,0,,46.00,28.00,32.50,12769.3
140004480,0,,36.00,22.00,25.50,12815.1
140504496,0,,42.00,23.00,27.75,12861.4
141004512,0,,50.00,24.00,30.50,12907.3
141504528,0,,32.00,21.00,23.75,12952.9
142004544,0,,38.00,27.00,29.75,12998.8
142504560,0,,58.00,26.00,34.00,13044.7
143004576,0,,40.00,26.00,29.50,13090.4
143504592,0,,46.00,28.00,32.50,13136.0
144004608,0,,40.00,21.00,25.75,13181.6
144504624,0,,42.00,22.00,27.00,13227.2
145004640,0,,46.00,29.00,33.25,13273.0
145504656,0,,34.00,27.00,28.75,13318.9
146004672,0,,38.00,25.00,28.25,13364.4
146504688,0,,32.00,20.00,23.00,13410.9
147004704,0,,44.00,32.00,35.00,13457.1
147504720,0,,60.00,34.00,40.50,13503.0
148004736,0,,38.00,20.00,24.50,13549.1
148504752,0,,46.00,33.00,36.25,13595.3
149004768,0,,60.00,36.00,42.00,13641.5
149504784,0,,40.00,30.00,32.50,13687.1
150004800,0,,56.00,29.00,35.75,13732.8
150504816,0,,58.00,33.00,39.25,13779.0
151004832,0,,60.00,36.00,42.00,13825.1
151504848,0,,46.00,30.00,34.00,13871.0
152004864,0,,52.00,28.00,34.00,13916.4
152504880,0,,40.00,21.00,25.75,13961.6
153004896,0,,34.00,30.00,31.00,14007.5
153504912,0,,26.00,24.00,24.50,14053.6
154004928,0,,50.00,24.00,30.50,14099.3
154504944,0,,32.00,22.00,24.50,14145.0
155004960,0,,54.00,27.00,33.75,14190.8
155504976,0,,42.00,32.00,34.50,14236.8
156004992,0,,52.00,24.00,31.00,14282.5
156505008,0,,48.00,31.00,35.25,14328.2
157005024,0,,34.00,17.00,21.25,14374.2
